Year;CustomerID;CustomerType;Region;ExposureAmount
2006;1283;RETAIL;SWEDEN; 163 367    
2006;1284;CORPORATE;INTERNATIONAL; 601 501    
2006;1285;RETAIL;SWEDEN; 266 125    
2006;1286;RETAIL;SWEDEN; 441 938    
2006;1287;RETAIL;INTERNATIONAL; 457 602    
2006;1288;RETAIL;SWEDEN; 90 681    
2006;1289;CORPORATE;SWEDEN; 837 723    
2006;1290;CORPORATE;SWEDEN; 438 908    
2006;1291;CORPORATE;SWEDEN; 666 789    
2006;1292;CORPORATE;SWEDEN; 555 630    
2006;1293;RETAIL;INTERNATIONAL; 15 645    
2006;1294;CORPORATE;SWEDEN; 719 193    
2006;1295;CORPORATE;INTERNATIONAL; 590 520    
2006;1296;RETAIL;SWEDEN; 226 133    
2006;1297;RETAIL;INTERNATIONAL; 404 194    
2006;1298;RETAIL;INTERNATIONAL; 386 328    
2006;1299;RETAIL;INTERNATIONAL; 171 617    
2006;1300;CORPORATE;SWEDEN; 771 543    
2006;1301;RETAIL;INTERNATIONAL; 116 260    
2006;1302;RETAIL;SWEDEN; 256 922    
2006;1303;RETAIL;INTERNATIONAL; 482 713    
2006;1304;CORPORATE;SWEDEN; 459 557    
2006;1305;CORPORATE;SWEDEN; 322 956    
2006;1306;CORPORATE;SWEDEN; 971 520    
2006;1307;CORPORATE;SWEDEN; 998 115    
2006;1308;CORPORATE;SWEDEN; 231 012    
2006;1309;CORPORATE;SWEDEN; 307 778    
2006;1310;RETAIL;SWEDEN; 247 052    
2006;1311;RETAIL;SWEDEN; 248 890    
2006;1312;RETAIL;SWEDEN; 482 015    
2006;1313;CORPORATE;INTERNATIONAL; 732 307    
2006;1314;RETAIL;SWEDEN; 490 959    
2006;1315;CORPORATE;SWEDEN; 745 586    
2006;1316;CORPORATE;SWEDEN; 363 473    
2006;1317;CORPORATE;INTERNATIONAL; 625 118    
2006;1318;RETAIL;SWEDEN; 345 727    
2006;1319;RETAIL;SWEDEN; 381 903    
2006;1320;RETAIL;SWEDEN; 201 544    
2006;1321;CORPORATE;SWEDEN; 405 385    
2006;1322;CORPORATE;SWEDEN; 913 265    
2006;1323;RETAIL;SWEDEN; 499 874    
2006;1324;RETAIL;INTERNATIONAL; 242 471    
2006;1325;CORPORATE;INTERNATIONAL; 954 729    
2006;1326;RETAIL;SWEDEN; 465 195    
2006;1327;RETAIL;SWEDEN; 336 277    
2006;1328;CORPORATE;SWEDEN; 236 932    
2006;1329;CORPORATE;SWEDEN; 494 861    
2006;1330;CORPORATE;SWEDEN; 727 434    
2006;1331;CORPORATE;SWEDEN; 725 096    
2006;1332;RETAIL;SWEDEN; 272 034    
2006;1333;RETAIL;SWEDEN; 158 095    
2006;1334;RETAIL;SWEDEN; 397 168    
2006;1335;CORPORATE;INTERNATIONAL; 248 903    
2006;1336;RETAIL;INTERNATIONAL; 56 346    
2006;1337;RETAIL;INTERNATIONAL; 419 871    
2006;1338;RETAIL;SWEDEN; 88 276    
2006;1339;CORPORATE;SWEDEN; 933 434    
2006;1340;RETAIL;SWEDEN; 173 103    
2006;1341;RETAIL;SWEDEN; 426 153    
2006;1342;CORPORATE;SWEDEN; 612 002    
2006;1343;RETAIL;SWEDEN; 49 412    
2006;1344;RETAIL;SWEDEN; 345 249    
2006;1345;RETAIL;INTERNATIONAL; 279 427    
2006;1346;RETAIL;INTERNATIONAL; 310 702    
2006;1347;CORPORATE;SWEDEN; 812 676    
2006;1348;RETAIL;SWEDEN; 331 304    
2006;1349;RETAIL;SWEDEN; 203 981    
2006;1350;RETAIL;SWEDEN; 349 746    
2006;1351;RETAIL;SWEDEN; 269 104    
2006;1352;RETAIL;SWEDEN; 456 056    
2006;1353;CORPORATE;SWEDEN; 467 527    
2006;1354;CORPORATE;SWEDEN; 392 406    
2006;1355;CORPORATE;SWEDEN; 450 813    
2006;1356;RETAIL;SWEDEN; 394 615    
2006;1357;RETAIL;SWEDEN; 252 512    
2006;1358;CORPORATE;INTERNATIONAL; 581 547    
2006;1359;CORPORATE;SWEDEN; 504 739    
2006;1360;RETAIL;INTERNATIONAL; 169 821    
2006;1361;RETAIL;INTERNATIONAL; 348 169    
2006;1362;RETAIL;SWEDEN; 279 945    
2006;1363;RETAIL;SWEDEN; 403 564    
2006;1364;RETAIL;SWEDEN; 215 144    
2006;1365;RETAIL;SWEDEN; 459 128    
2006;1366;CORPORATE;SWEDEN; 699 063    
2006;1367;CORPORATE;INTERNATIONAL; 614 568    
2006;1368;RETAIL;INTERNATIONAL; 309 781    
2006;1369;RETAIL;SWEDEN; 421 770    
2006;1370;CORPORATE;SWEDEN; 796 775    
2006;1371;CORPORATE;INTERNATIONAL; 866 322    
2006;1372;CORPORATE;SWEDEN; 986 438    
2006;1373;CORPORATE;SWEDEN; 499 812    
2006;1374;RETAIL;SWEDEN; 403 071    
2006;1375;RETAIL;INTERNATIONAL; 243 193    
2006;1376;RETAIL;SWEDEN; 208 798    
2006;1377;CORPORATE;SWEDEN; 313 356    
2006;1378;CORPORATE;SWEDEN; 978 409    
2006;1379;CORPORATE;SWEDEN; 604 493    
2006;1380;CORPORATE;SWEDEN; 730 670    
2006;1381;CORPORATE;SWEDEN; 437 216    
2006;1382;CORPORATE;SWEDEN; 608 073    
2006;1383;CORPORATE;SWEDEN; 205 485    
2006;1384;RETAIL;SWEDEN; 254 176    
2006;1385;RETAIL;SWEDEN; 242 106    
2006;1386;RETAIL;INTERNATIONAL; 468 908    
2006;1387;CORPORATE;SWEDEN; 791 159    
2006;1388;CORPORATE;SWEDEN; 289 033    
2006;1389;RETAIL;SWEDEN; 366 380    
2006;1390;RETAIL;SWEDEN; 119 204    
2006;1391;RETAIL;INTERNATIONAL; 59 782    
2006;1392;RETAIL;SWEDEN; 465 191    
2006;1393;CORPORATE;INTERNATIONAL; 662 666    
2006;1394;RETAIL;INTERNATIONAL; 482 853    
2006;1395;RETAIL;SWEDEN; 167 217    
2006;1396;CORPORATE;SWEDEN; 291 347    
2006;1397;CORPORATE;SWEDEN; 246 113    
2006;1398;CORPORATE;INTERNATIONAL; 795 933    
2006;1399;RETAIL;INTERNATIONAL; 499 955    
2006;1400;CORPORATE;SWEDEN; 440 323    
2006;1401;CORPORATE;SWEDEN; 795 829    
2007;1402;RETAIL;SWEDEN; 109 934    
2007;1403;RETAIL;SWEDEN; 466 330    
2007;1404;CORPORATE;SWEDEN; 823 589    
2007;1405;CORPORATE;SWEDEN; 930 098    
2007;1406;CORPORATE;SWEDEN; 631 576    
2007;1407;RETAIL;SWEDEN; 62 241    
2007;1408;CORPORATE;SWEDEN; 352 911    
2007;1409;RETAIL;SWEDEN; 217 568    
2007;1410;CORPORATE;INTERNATIONAL; 226 775    
2007;1411;CORPORATE;SWEDEN; 490 388    
2007;1412;CORPORATE;INTERNATIONAL; 783 736    
2007;1413;CORPORATE;SWEDEN; 330 150    
2007;1414;RETAIL;SWEDEN; 262 728    
2007;1415;CORPORATE;INTERNATIONAL; 959 551    
2007;1416;RETAIL;SWEDEN; 13 462    
2007;1417;RETAIL;INTERNATIONAL; 373 144    
2007;1418;CORPORATE;SWEDEN; 380 280    
2007;1419;RETAIL;SWEDEN; 446 580    
2007;1420;CORPORATE;SWEDEN; 258 892    
2007;1421;CORPORATE;SWEDEN; 863 481    
2007;1422;CORPORATE;SWEDEN; 752 230    
2007;1423;RETAIL;INTERNATIONAL; 31 298    
2007;1424;RETAIL;SWEDEN; 210 729    
2007;1425;RETAIL;INTERNATIONAL; 312 765    
2007;1426;RETAIL;SWEDEN; 323 253    
2007;1427;CORPORATE;SWEDEN; 343 993    
2007;1428;RETAIL;SWEDEN; 173 897    
2007;1429;RETAIL;SWEDEN; 461 633    
2007;1430;CORPORATE;INTERNATIONAL; 202 080    
2007;1431;RETAIL;INTERNATIONAL; 175 312    
2007;1432;RETAIL;SWEDEN; 109 975    
2007;1433;CORPORATE;SWEDEN; 276 296    
2007;1434;CORPORATE;SWEDEN; 844 920    
2007;1435;CORPORATE;SWEDEN; 848 075    
2007;1436;CORPORATE;SWEDEN; 545 490    
2007;1437;RETAIL;SWEDEN; 154 815    
2007;1438;CORPORATE;SWEDEN; 994 136    
2007;1439;RETAIL;SWEDEN; 141 195    
2007;1440;CORPORATE;SWEDEN; 750 786    
2007;1441;RETAIL;SWEDEN; 188 819    
2007;1442;RETAIL;SWEDEN; 449 231    
2007;1443;CORPORATE;INTERNATIONAL; 312 232    
2007;1444;CORPORATE;SWEDEN; 208 703    
2007;1445;RETAIL;SWEDEN; 117 847    
2007;1446;CORPORATE;SWEDEN; 775 456    
2007;1447;CORPORATE;SWEDEN; 801 448    
2007;1448;RETAIL;INTERNATIONAL; 14 217    
2007;1449;RETAIL;SWEDEN; 366 908    
2007;1450;CORPORATE;SWEDEN; 312 393    
2007;1451;CORPORATE;SWEDEN; 633 916    
2007;1452;RETAIL;INTERNATIONAL; 473 381    
2007;1453;RETAIL;SWEDEN; 167 823    
2007;1454;CORPORATE;SWEDEN; 241 580    
2007;1455;CORPORATE;INTERNATIONAL; 701 347    
2007;1456;CORPORATE;SWEDEN; 963 749    
2007;1457;RETAIL;SWEDEN; 373 677    
2007;1458;CORPORATE;SWEDEN; 417 924    
2007;1459;CORPORATE;SWEDEN; 506 418    
2007;1460;RETAIL;SWEDEN; 319 385    
2007;1461;CORPORATE;SWEDEN; 676 596    
2007;1462;CORPORATE;SWEDEN; 549 527    
2007;1463;RETAIL;SWEDEN; 165 286    
2007;1464;CORPORATE;INTERNATIONAL; 736 599    
2007;1465;RETAIL;INTERNATIONAL; 68 017    
2007;1466;CORPORATE;SWEDEN; 715 329    
2007;1467;CORPORATE;INTERNATIONAL; 717 640    
2007;1468;RETAIL;SWEDEN; 224 473    
2007;1469;RETAIL;SWEDEN; 218 299    
2007;1470;CORPORATE;INTERNATIONAL; 654 824    
2007;1471;RETAIL;SWEDEN; 104 969    
2007;1472;CORPORATE;SWEDEN; 981 551    
2007;1473;RETAIL;SWEDEN; 476 163    
2007;1474;CORPORATE;SWEDEN; 902 897    
2007;1475;CORPORATE;INTERNATIONAL; 715 883    
2007;1476;CORPORATE;SWEDEN; 427 740    
2007;1477;CORPORATE;SWEDEN; 829 973    
2007;1478;CORPORATE;SWEDEN; 540 495    
2007;1479;RETAIL;INTERNATIONAL; 359 754    
2007;1480;RETAIL;SWEDEN; 163 796    
2007;1481;RETAIL;SWEDEN; 174 878    
2007;1482;CORPORATE;SWEDEN; 384 354    
2007;1483;CORPORATE;SWEDEN; 922 796    
2007;1484;RETAIL;INTERNATIONAL; 309 177    
2007;1485;RETAIL;SWEDEN; 152 562    
2007;1486;RETAIL;SWEDEN; 476 153    
2007;1487;RETAIL;SWEDEN; 324 098    
2007;1488;CORPORATE;SWEDEN; 370 008    
2007;1489;CORPORATE;SWEDEN; 590 786    
2007;1490;RETAIL;SWEDEN; 223 309    
2007;1491;RETAIL;SWEDEN; 395 877    
2007;1492;RETAIL;SWEDEN; 274 033    
2007;1493;RETAIL;SWEDEN; 139 035    
2007;1494;RETAIL;SWEDEN; 486 378    
2007;1495;RETAIL;SWEDEN; 381 288    
2007;1496;RETAIL;INTERNATIONAL; 101 284    
2007;1497;RETAIL;INTERNATIONAL; 240 817    
2007;1498;CORPORATE;SWEDEN; 452 910    
2007;1499;CORPORATE;SWEDEN; 204 878    
2007;1500;CORPORATE;SWEDEN; 628 863    
2007;1501;CORPORATE;INTERNATIONAL; 717 976    
2007;1502;RETAIL;SWEDEN; 288 715    
2007;1503;RETAIL;SWEDEN; 207 617    
2007;1504;CORPORATE;INTERNATIONAL; 442 080    
2007;1505;CORPORATE;SWEDEN; 900 261    
2007;1506;CORPORATE;SWEDEN; 257 232    
2007;1507;RETAIL;SWEDEN; 376 825    
2007;1508;CORPORATE;INTERNATIONAL; 587 248    
2007;1509;CORPORATE;SWEDEN; 781 312    
2007;1510;CORPORATE;SWEDEN; 501 544    
2007;1511;CORPORATE;SWEDEN; 658 484    
2007;1512;CORPORATE;INTERNATIONAL; 505 448    
2007;1513;CORPORATE;INTERNATIONAL; 981 871    
2007;1514;RETAIL;SWEDEN; 367 181    
2007;1515;RETAIL;SWEDEN; 286 442    
2007;1516;CORPORATE;SWEDEN; 326 202    
2007;1517;RETAIL;SWEDEN; 36 027    
2007;1518;CORPORATE;SWEDEN; 964 290    
2007;1519;RETAIL;INTERNATIONAL; 366 908    
2007;1520;RETAIL;INTERNATIONAL; 245 969    
2007;1521;CORPORATE;SWEDEN; 652 433    
2007;1522;RETAIL;SWEDEN; 485 004    
2007;1523;RETAIL;INTERNATIONAL; 140 628    
2007;1524;CORPORATE;SWEDEN; 900 918    
2007;1525;CORPORATE;INTERNATIONAL; 373 136    
2007;1526;RETAIL;SWEDEN; 127 082    
2007;1527;RETAIL;SWEDEN; 374 934    
2007;1528;CORPORATE;INTERNATIONAL; 864 625    
2007;1529;CORPORATE;SWEDEN; 540 560    
2007;1530;CORPORATE;SWEDEN; 706 548    
2007;1531;CORPORATE;SWEDEN; 316 859    
